ad_id,ad_name,campaign_id,campaign_name,ad_type,platform,reporting_date,age_group,gender,impressions,clicks,spend,conversions,conversion_value
AD_0208,Ad Creative 208,CMP_02,Campaign 8,Image,Instagram,15-07-24,25-34,All,13234,9731,4464.69,34,2396.39
AD_0209,Ad Creative 209,CMP_19,Campaign 11,Carousel,Facebook,10-07-24,25-34,All,28487,924,5039.21,143,5152.82
AD_0210,Ad Creative 210,CMP_19,Campaign 6,Text,Instagram,02-07-24,35-44,All,68331,3621,3005.36,423,6550.66
AD_0211,Ad Creative 211,CMP_14,Campaign 5,Carousel,Instagram,06-07-24,55+,Female,88004,6244,5244.87,804,58424.88
AD_0212,Ad Creative 212,CMP_15,Campaign 2,Text,Instagram,18-07-24,55+,Male,31594,3692,8575.48,307,7058.44
AD_0213,Ad Creative 213,CMP_15,Campaign 12,Image,Facebook,02-07-24,35-44,Female,50920,3978,2033.77,261,17801.12
AD_0214,Ad Creative 214,CMP_19,Campaign 18,Video,Instagram,07-07-24,35-44,Female,88309,9911,395.96,617,10211.71
AD_0215,Ad Creative 215,CMP_16,Campaign 8,Video,Instagram,30-07-24,25-34,All,2019,433,9620.79,97,1994.17
AD_0216,Ad Creative 216,CMP_10,Campaign 9,Carousel,Instagram,15-07-24,18-24,All,42164,4637,4662.77,389,26601.73
AD_0217,Ad Creative 217,CMP_02,Campaign 19,Video,Facebook,01-07-24,35-44,All,61547,5246,2031.67,936,35720.55
AD_0218,Ad Creative 218,CMP_11,Campaign 8,Text,Facebook,16-07-24,55+,All,76560,9488,4176.07,737,17479.45
AD_0219,Ad Creative 219,CMP_16,Campaign 15,Video,Instagram,06-07-24,25-34,All,89774,5530,7633.72,263,14195.66
AD_0220,Ad Creative 220,CMP_02,Campaign 17,Image,Facebook,31-07-24,18-24,Male,71646,8000,9169.04,188,11052.96
AD_0221,Ad Creative 221,CMP_05,Campaign 1,Video,Instagram,12-07-24,18-24,All,54063,2252,6307.2,862,13892.95
AD_0222,Ad Creative 222,CMP_18,Campaign 14,Image,Facebook,17-07-24,35-44,All,83598,7916,4878.8,675,7151.7
AD_0223,Ad Creative 223,CMP_06,Campaign 4,Image,Facebook,08-07-24,25-34,All,37586,280,8131.67,257,18160.38
AD_0224,Ad Creative 224,CMP_03,Campaign 12,Text,Instagram,19-07-24,25-34,All,69013,4135,3544.73,834,68007.92
AD_0225,Ad Creative 225,CMP_02,Campaign 3,Text,Instagram,13-07-24,55+,Female,29613,4914,8280.71,700,12078.87
AD_0226,Ad Creative 226,CMP_14,Campaign 11,Image,Facebook,08-07-24,25-34,All,7365,5216,7028.6,9,156.98
AD_0227,Ad Creative 227,CMP_09,Campaign 18,Image,Facebook,30-07-24,35-44,Male,74299,7790,466.1,277,4623.5
AD_0228,Ad Creative 228,CMP_13,Campaign 3,Carousel,Facebook,19-07-24,25-34,All,27162,9617,7522.67,147,10899.17
AD_0229,Ad Creative 229,CMP_03,Campaign 17,Carousel,Facebook,04-07-24,45-54,Male,51017,8856,3838.77,339,25959.63
AD_0230,Ad Creative 230,CMP_13,Campaign 11,Image,Instagram,26-07-24,45-54,Female,9973,5580,7690.17,619,59385.16
AD_0231,Ad Creative 231,CMP_19,Campaign 13,Image,Instagram,26-07-24,25-34,All,29912,5829,9411.46,566,27658.33
AD_0232,Ad Creative 232,CMP_05,Campaign 13,Carousel,Instagram,04-07-24,18-24,Male,9644,1344,1542.63,274,20289.96
AD_0233,Ad Creative 233,CMP_03,Campaign 6,Text,Instagram,18-07-24,55+,All,40415,7286,7613.58,368,7065.9
AD_0234,Ad Creative 234,CMP_20,Campaign 20,Carousel,Instagram,01-07-24,35-44,Female,53493,1692,896.64,26,1556.87
AD_0235,Ad Creative 235,CMP_08,Campaign 19,Video,Instagram,06-07-24,25-34,Female,50839,1387,9011.41,742,67869.76
AD_0236,Ad Creative 236,CMP_09,Campaign 14,Carousel,Instagram,26-07-24,18-24,Female,39479,4397,1459.78,504,12624.53
AD_0237,Ad Creative 237,CMP_07,Campaign 15,Image,Facebook,10-07-24,18-24,Female,33000,4040,6250.52,738,46820.62
AD_0238,Ad Creative 238,CMP_14,Campaign 20,Video,Instagram,11-07-24,55+,All,43554,6224,8622.05,823,40837.31
AD_0239,Ad Creative 239,CMP_11,Campaign 10,Text,Facebook,11-07-24,45-54,Female,26336,7848,1776.78,321,14715.14
AD_0240,Ad Creative 240,CMP_18,Campaign 6,Image,Instagram,31-07-24,25-34,Female,51512,5980,9320.71,116,3245.91
AD_0241,Ad Creative 241,CMP_16,Campaign 5,Carousel,Facebook,09-07-24,25-34,All,38195,1133,8477.96,838,68342.34
AD_0242,Ad Creative 242,CMP_19,Campaign 13,Text,Facebook,26-07-24,35-44,All,55470,6176,4490.94,75,4786.05
AD_0243,Ad Creative 243,CMP_08,Campaign 12,Video,Facebook,19-07-24,45-54,Female,70383,9729,9144.06,653,12957.64
AD_0244,Ad Creative 244,CMP_17,Campaign 18,Video,Instagram,12-07-24,45-54,Female,56430,1735,986.52,10,299.8
AD_0245,Ad Creative 245,CMP_01,Campaign 16,Image,Instagram,14-07-24,18-24,Male,89080,9643,5004.91,707,29020.27
AD_0246,Ad Creative 246,CMP_07,Campaign 17,Text,Instagram,16-07-24,18-24,Female,95712,2321,3119.25,356,18148.86
AD_0247,Ad Creative 247,CMP_04,Campaign 1,Carousel,Facebook,22-07-24,25-34,All,94643,7412,672.21,326,4571
AD_0248,Ad Creative 248,CMP_14,Campaign 15,Video,Instagram,21-07-24,25-34,Male,31980,8454,5519.33,178,7082.45
AD_0249,Ad Creative 249,CMP_07,Campaign 15,Text,Instagram,01-07-24,25-34,Male,83958,7080,292.41,405,26434.2
AD_0250,Ad Creative 250,CMP_06,Campaign 12,Carousel,Facebook,15-07-24,18-24,Female,36493,1025,1017.97,591,52290.58
AD_0251,Ad Creative 251,CMP_13,Campaign 20,Text,Facebook,12-07-24,35-44,Female,87920,8019,9659.18,540,20631.44
AD_0252,Ad Creative 252,CMP_20,Campaign 19,Image,Facebook,11-07-24,18-24,Male,80928,2826,6736.05,833,68351.99
AD_0253,Ad Creative 253,CMP_13,Campaign 14,Video,Instagram,14-07-24,25-34,Female,40036,1916,3733.37,187,4249.06
AD_0254,Ad Creative 254,CMP_06,Campaign 18,Video,Instagram,10-07-24,25-34,Male,83306,8804,9191.65,710,66571.41
AD_0255,Ad Creative 255,CMP_01,Campaign 16,Video,Facebook,27-07-24,45-54,All,41242,7389,536.59,634,26826.78
AD_0256,Ad Creative 256,CMP_15,Campaign 16,Video,Facebook,19-07-24,18-24,Male,66258,8109,6847.12,418,19816.02
AD_0257,Ad Creative 257,CMP_15,Campaign 19,Text,Facebook,19-07-24,18-24,Female,38294,535,2248.82,281,10110.47
AD_0258,Ad Creative 258,CMP_15,Campaign 18,Video,Instagram,04-07-24,25-34,Female,71196,6010,8226.2,555,7628.45
AD_0259,Ad Creative 259,CMP_15,Campaign 4,Video,Facebook,26-07-24,55+,All,4234,3684,3486.1,269,22463
AD_0260,Ad Creative 260,CMP_07,Campaign 7,Image,Instagram,18-07-24,35-44,All,45967,9998,4281.96,647,42348.48
AD_0261,Ad Creative 261,CMP_19,Campaign 9,Image,Facebook,31-07-24,45-54,Male,70627,2758,9790.01,331,12027.59
AD_0262,Ad Creative 262,CMP_11,Campaign 8,Text,Instagram,05-07-24,55+,All,36359,2078,8660.85,718,23314.14
AD_0263,Ad Creative 263,CMP_03,Campaign 13,Carousel,Instagram,15-07-24,45-54,Female,35231,6786,4520.19,384,25738.18
AD_0264,Ad Creative 264,CMP_12,Campaign 3,Text,Facebook,31-07-24,45-54,Male,76288,40,7309.45,5,256.3
AD_0265,Ad Creative 265,CMP_19,Campaign 5,Text,Instagram,29-07-24,18-24,Male,64853,4399,8283.52,330,13331.33
AD_0266,Ad Creative 266,CMP_15,Campaign 15,Image,Instagram,07-07-24,25-34,All,13061,7529,1242.81,16,1395.02
AD_0267,Ad Creative 267,CMP_12,Campaign 9,Image,Instagram,22-07-24,25-34,Male,39576,2604,9327.29,895,31022.27
AD_0268,Ad Creative 268,CMP_03,Campaign 4,Image,Facebook,16-07-24,18-24,Male,51959,5005,6994.56,743,23087.2
AD_0269,Ad Creative 269,CMP_11,Campaign 4,Text,Facebook,16-07-24,18-24,Male,77824,3705,6799.99,531,5753.82
AD_0270,Ad Creative 270,CMP_12,Campaign 10,Video,Instagram,25-07-24,25-34,All,50219,1463,8059.67,748,14427.53
AD_0271,Ad Creative 271,CMP_06,Campaign 15,Carousel,Facebook,21-07-24,25-34,Female,88763,2340,5305.32,70,753.39
AD_0272,Ad Creative 272,CMP_05,Campaign 4,Text,Instagram,31-07-24,45-54,Female,80760,7248,2172.84,880,79810.16
AD_0273,Ad Creative 273,CMP_20,Campaign 20,Carousel,Facebook,28-07-24,35-44,Male,18337,4059,6446.38,283,9150.81
AD_0274,Ad Creative 274,CMP_02,Campaign 8,Text,Instagram,04-07-24,25-34,Female,67872,9943,1886.87,521,23579.21
AD_0275,Ad Creative 275,CMP_12,Campaign 11,Video,Instagram,28-07-24,55+,Female,83644,9730,5283.1,72,7055.48
AD_0276,Ad Creative 276,CMP_03,Campaign 1,Image,Facebook,09-07-24,25-34,Male,47905,8951,1728.12,699,36621.53
AD_0277,Ad Creative 277,CMP_17,Campaign 14,Text,Instagram,03-07-24,55+,All,7935,7771,3980.05,808,28913.39
AD_0278,Ad Creative 278,CMP_07,Campaign 5,Carousel,Instagram,19-07-24,18-24,Female,80756,2501,836.43,284,4859.79
AD_0279,Ad Creative 279,CMP_08,Campaign 3,Text,Facebook,15-07-24,55+,All,91586,7167,9534.3,747,23513.59
AD_0280,Ad Creative 280,CMP_04,Campaign 1,Video,Facebook,06-07-24,45-54,Female,7222,2533,7417.06,682,52281.6
AD_0281,Ad Creative 281,CMP_12,Campaign 5,Carousel,Facebook,25-07-24,18-24,Female,68561,8474,8225.16,801,26699.11
AD_0282,Ad Creative 282,CMP_19,Campaign 3,Text,Instagram,17-07-24,35-44,Male,56282,4456,639.19,536,39722.47
AD_0283,Ad Creative 283,CMP_04,Campaign 19,Image,Facebook,24-07-24,55+,Male,65494,9287,3677.19,170,5603.28
AD_0284,Ad Creative 284,CMP_05,Campaign 6,Image,Instagram,08-07-24,35-44,Male,5782,100,460.29,31,1325.49
AD_0285,Ad Creative 285,CMP_04,Campaign 17,Image,Facebook,08-07-24,55+,Male,54569,5241,8260.06,277,17018.39
AD_0286,Ad Creative 286,CMP_10,Campaign 11,Image,Instagram,01-07-24,35-44,Male,52560,1129,4651.21,898,31796.04
AD_0287,Ad Creative 287,CMP_15,Campaign 12,Text,Facebook,24-07-24,55+,Male,38229,9237,3039.44,803,53033.8
AD_0288,Ad Creative 288,CMP_01,Campaign 11,Image,Instagram,28-07-24,35-44,Male,19745,104,239.59,52,3054.43
AD_0289,Ad Creative 289,CMP_05,Campaign 9,Image,Facebook,30-07-24,25-34,All,26905,8680,4198.45,243,23451.12
AD_0290,Ad Creative 290,CMP_04,Campaign 17,Video,Instagram,03-07-24,55+,All,54150,6102,9745.56,469,8273.73
AD_0291,Ad Creative 291,CMP_09,Campaign 11,Text,Instagram,11-07-24,45-54,Female,8173,3563,9642.2,678,21227.81
AD_0292,Ad Creative 292,CMP_19,Campaign 4,Video,Facebook,06-07-24,45-54,Female,30629,1223,2027.52,966,77467.72
AD_0293,Ad Creative 293,CMP_07,Campaign 15,Carousel,Instagram,09-07-24,18-24,Male,41170,6660,5359.48,123,11908.51
AD_0294,Ad Creative 294,CMP_07,Campaign 11,Video,Facebook,23-07-24,25-34,Female,20668,4984,7047.2,846,54395.45
AD_0295,Ad Creative 295,CMP_06,Campaign 1,Text,Instagram,18-07-24,55+,Male,51946,8412,6772,50,1670.75
AD_0296,Ad Creative 296,CMP_01,Campaign 2,Video,Facebook,07-07-24,45-54,Female,12425,7570,8039.07,104,2348.46
AD_0297,Ad Creative 297,CMP_03,Campaign 1,Image,Facebook,29-07-24,45-54,Male,89962,1376,5861.39,596,55170.87
AD_0298,Ad Creative 298,CMP_06,Campaign 19,Text,Instagram,16-07-24,18-24,Female,12065,5432,427.44,125,6436.19
AD_0299,Ad Creative 299,CMP_09,Campaign 9,Text,Facebook,02-07-24,55+,All,89560,6990,3539.76,176,16147.54
AD_0300,Ad Creative 300,CMP_18,Campaign 16,Image,Facebook,09-07-24,45-54,Male,80878,4026,2951.4,662,31166.5
AD_0301,Ad Creative 301,CMP_18,Campaign 1,Text,Instagram,16-07-24,55+,Female,54959,3267,8846.58,658,37718.71
AD_0302,Ad Creative 302,CMP_01,Campaign 11,Video,Facebook,29-07-24,35-44,Male,45103,9267,3216.38,514,17650.35
AD_0303,Ad Creative 303,CMP_06,Campaign 4,Video,Facebook,09-07-24,55+,All,61834,8674,7668.54,366,36587.01
AD_0304,Ad Creative 304,CMP_13,Campaign 12,Video,Facebook,08-07-24,55+,Female,7338,6259,2194.51,970,83599.89
AD_0305,Ad Creative 305,CMP_12,Campaign 19,Video,Facebook,27-07-24,45-54,All,96754,5878,5915.83,935,68545.56
AD_0306,Ad Creative 306,CMP_20,Campaign 8,Image,Instagram,01-07-24,35-44,All,40518,2876,380.12,502,7557.67
AD_0307,Ad Creative 307,CMP_11,Campaign 2,Image,Facebook,19-07-24,25-34,Male,26416,2137,7169.52,348,32256.21
AD_0308,Ad Creative 308,CMP_13,Campaign 19,Image,Instagram,10-07-24,35-44,Male,68992,5978,725.78,983,72160.48
AD_0309,Ad Creative 309,CMP_11,Campaign 6,Carousel,Facebook,22-07-24,55+,Male,20654,7157,6392.84,810,43616.88
AD_0310,Ad Creative 310,CMP_01,Campaign 19,Text,Facebook,06-07-24,55+,Female,49605,5026,6885.14,751,16117.48
AD_0311,Ad Creative 311,CMP_05,Campaign 11,Image,Facebook,12-07-24,35-44,Male,80144,3619,5655.72,654,61673.44
AD_0312,Ad Creative 312,CMP_11,Campaign 15,Image,Instagram,07-07-24,25-34,All,83396,1453,7089.8,841,56783.68
AD_0313,Ad Creative 313,CMP_02,Campaign 13,Text,Instagram,06-07-24,45-54,Female,8895,5742,7870.31,262,19607.35
AD_0314,Ad Creative 314,CMP_19,Campaign 8,Video,Instagram,03-07-24,18-24,Female,49648,5754,3753.79,559,47287.28
AD_0315,Ad Creative 315,CMP_06,Campaign 13,Video,Facebook,18-07-24,18-24,Female,2641,1305,9516.65,267,4453.04
AD_0316,Ad Creative 316,CMP_06,Campaign 20,Text,Facebook,02-07-24,18-24,Female,77870,7909,310.42,721,68365.08
AD_0317,Ad Creative 317,CMP_18,Campaign 9,Carousel,Instagram,08-07-24,18-24,Male,26951,3112,6972.12,419,31418.06
AD_0318,Ad Creative 318,CMP_12,Campaign 1,Text,Facebook,10-07-24,55+,Female,51508,9367,8398.63,562,13388.58
AD_0319,Ad Creative 319,CMP_03,Campaign 16,Image,Instagram,26-07-24,45-54,Female,26181,1589,2069.93,26,1753.37
AD_0320,Ad Creative 320,CMP_12,Campaign 13,Carousel,Facebook,15-07-24,18-24,Female,64116,4341,6418.84,93,4173.6
AD_0321,Ad Creative 321,CMP_02,Campaign 5,Image,Facebook,22-07-24,35-44,All,57647,7619,2262.81,269,9191.89
AD_0322,Ad Creative 322,CMP_17,Campaign 14,Text,Facebook,16-07-24,35-44,Male,54272,9662,5536.24,232,19875.84
AD_0323,Ad Creative 323,CMP_19,Campaign 20,Video,Facebook,31-07-24,45-54,Male,51757,568,5712.41,514,29047.97
AD_0324,Ad Creative 324,CMP_03,Campaign 14,Video,Facebook,27-07-24,55+,Female,21920,3471,1927.66,827,11446.37
AD_0325,Ad Creative 325,CMP_11,Campaign 9,Text,Facebook,26-07-24,55+,All,41920,1097,3881.3,89,4072.81
AD_0326,Ad Creative 326,CMP_19,Campaign 19,Image,Facebook,19-07-24,18-24,Female,68503,6874,4144.72,115,2683.87
AD_0327,Ad Creative 327,CMP_16,Campaign 19,Text,Facebook,06-07-24,35-44,Female,70216,5633,4109.19,898,39937.57
AD_0328,Ad Creative 328,CMP_11,Campaign 8,Image,Instagram,30-07-24,35-44,Female,18865,9972,6936.77,697,9402.83
AD_0329,Ad Creative 329,CMP_16,Campaign 4,Video,Facebook,10-07-24,45-54,Female,2661,1383,7936.62,837,31793.81
AD_0330,Ad Creative 330,CMP_07,Campaign 14,Text,Instagram,27-07-24,18-24,All,35323,6828,6455.73,619,16659.9
AD_0331,Ad Creative 331,CMP_17,Campaign 19,Image,Facebook,07-07-24,25-34,Male,20846,1075,7095.84,318,14724.88
AD_0332,Ad Creative 332,CMP_07,Campaign 9,Carousel,Instagram,17-07-24,45-54,All,32711,541,506.07,467,19816.56
AD_0333,Ad Creative 333,CMP_06,Campaign 16,Carousel,Instagram,06-07-24,35-44,All,16246,500,3724.98,123,7806.06
AD_0334,Ad Creative 334,CMP_19,Campaign 7,Video,Facebook,22-07-24,25-34,Female,90299,1480,274.99,291,4210.36
AD_0335,Ad Creative 335,CMP_01,Campaign 16,Video,Facebook,20-07-24,18-24,Male,85414,6709,201.01,525,42119.35
AD_0336,Ad Creative 336,CMP_09,Campaign 14,Text,Instagram,15-07-24,35-44,Male,33091,9967,9430.08,824,61096.83
AD_0337,Ad Creative 337,CMP_19,Campaign 4,Image,Instagram,18-07-24,55+,All,61181,4950,5206.62,693,45824.31
AD_0338,Ad Creative 338,CMP_09,Campaign 11,Carousel,Instagram,21-07-24,35-44,Male,37061,4890,1081.49,700,11021.73
AD_0339,Ad Creative 339,CMP_20,Campaign 13,Carousel,Facebook,24-07-24,18-24,All,19661,8475,2403.4,783,11830.91
AD_0340,Ad Creative 340,CMP_02,Campaign 19,Video,Instagram,24-07-24,25-34,All,65201,4843,9069.16,265,12299.68
AD_0341,Ad Creative 341,CMP_10,Campaign 6,Video,Instagram,04-07-24,45-54,Male,70085,7794,9406.71,928,39221.68
AD_0342,Ad Creative 342,CMP_06,Campaign 11,Image,Facebook,12-07-24,25-34,All,97123,4237,8083.53,742,58367.68
AD_0343,Ad Creative 343,CMP_19,Campaign 10,Text,Facebook,16-07-24,18-24,All,40260,6889,8868.49,807,35065.29
AD_0344,Ad Creative 344,CMP_07,Campaign 17,Image,Instagram,17-07-24,35-44,Female,76500,9507,6206.74,966,50714.78
AD_0345,Ad Creative 345,CMP_14,Campaign 19,Text,Facebook,11-07-24,25-34,Male,7096,6997,1374.08,154,4316.11
AD_0346,Ad Creative 346,CMP_02,Campaign 1,Text,Instagram,07-07-24,25-34,All,63918,5449,9866.41,646,24681.89
AD_0347,Ad Creative 347,CMP_20,Campaign 14,Text,Instagram,14-07-24,45-54,Female,20776,8021,7635.81,804,14410.67
AD_0348,Ad Creative 348,CMP_01,Campaign 11,Video,Facebook,22-07-24,18-24,All,621,38,1994.54,34,1481.69
AD_0349,Ad Creative 349,CMP_05,Campaign 4,Text,Instagram,06-07-24,18-24,Male,96164,4076,6935.4,231,9469.03
AD_0350,Ad Creative 350,CMP_11,Campaign 14,Video,Instagram,29-07-24,45-54,Female,39095,4764,7278.46,466,29671.75
AD_0351,Ad Creative 351,CMP_13,Campaign 1,Video,Facebook,24-07-24,25-34,Male,98329,3087,9480.87,168,15563.27
AD_0352,Ad Creative 352,CMP_02,Campaign 13,Carousel,Facebook,20-07-24,18-24,All,96226,359,5046.58,301,6346.46
AD_0353,Ad Creative 353,CMP_13,Campaign 4,Carousel,Instagram,23-07-24,25-34,Male,14180,323,6897.65,24,1140.24
AD_0354,Ad Creative 354,CMP_17,Campaign 9,Video,Instagram,27-07-24,18-24,All,91130,152,4209,77,1469.79
AD_0355,Ad Creative 355,CMP_07,Campaign 20,Video,Instagram,27-07-24,55+,Male,94220,1928,1140.57,289,5653.92
AD_0356,Ad Creative 356,CMP_07,Campaign 16,Carousel,Facebook,01-07-24,18-24,All,46923,6713,1604.16,302,17918.41
AD_0357,Ad Creative 357,CMP_03,Campaign 17,Image,Facebook,29-07-24,35-44,All,11675,1809,5741.74,855,46571.31
AD_0358,Ad Creative 358,CMP_04,Campaign 6,Image,Instagram,12-07-24,35-44,Female,30308,7483,2960.57,1000,51784.96
AD_0359,Ad Creative 359,CMP_01,Campaign 5,Video,Instagram,12-07-24,45-54,All,96811,1898,8512.53,97,8742.25
AD_0360,Ad Creative 360,CMP_13,Campaign 13,Text,Instagram,27-07-24,45-54,All,35177,1522,8149.74,381,10080.59
AD_0361,Ad Creative 361,CMP_05,Campaign 2,Video,Facebook,14-07-24,55+,Female,62694,6909,8861.3,664,16606.7
AD_0362,Ad Creative 362,CMP_20,Campaign 1,Video,Instagram,30-07-24,45-54,Male,74582,7178,6113.43,185,14823.09
AD_0363,Ad Creative 363,CMP_01,Campaign 17,Video,Instagram,17-07-24,55+,All,53917,7220,633.83,47,3240.54
AD_0364,Ad Creative 364,CMP_12,Campaign 13,Video,Facebook,01-07-24,25-34,All,91836,1560,6617.3,443,14340.76
AD_0365,Ad Creative 365,CMP_11,Campaign 8,Carousel,Instagram,02-07-24,55+,Male,61520,8123,1654.46,890,69089.54
AD_0366,Ad Creative 366,CMP_15,Campaign 19,Text,Facebook,28-07-24,45-54,Female,72164,6203,8171.12,412,7043.04
AD_0367,Ad Creative 367,CMP_13,Campaign 14,Image,Facebook,27-07-24,18-24,All,41436,1944,7452.52,509,5904
AD_0368,Ad Creative 368,CMP_15,Campaign 11,Carousel,Facebook,27-07-24,25-34,Female,81152,4990,5083.62,911,26069.73
AD_0369,Ad Creative 369,CMP_12,Campaign 15,Image,Facebook,25-07-24,25-34,Male,43522,9177,6197.77,785,41276.89
AD_0370,Ad Creative 370,CMP_18,Campaign 17,Carousel,Facebook,02-07-24,25-34,Female,44752,5818,6336.79,849,69611.33
AD_0371,Ad Creative 371,CMP_04,Campaign 13,Video,Instagram,27-07-24,25-34,All,18418,6704,2543.27,109,3011.99
AD_0372,Ad Creative 372,CMP_19,Campaign 4,Text,Instagram,22-07-24,55+,All,44303,1765,4145,775,72382.2
AD_0373,Ad Creative 373,CMP_14,Campaign 19,Text,Facebook,23-07-24,55+,Male,17657,8172,5303.88,4,57.49
AD_0374,Ad Creative 374,CMP_11,Campaign 17,Text,Instagram,20-07-24,25-34,Female,95757,2103,3874.36,106,6789.21
AD_0375,Ad Creative 375,CMP_05,Campaign 14,Carousel,Instagram,23-07-24,55+,All,52159,5617,2942.09,993,81854.69
AD_0376,Ad Creative 376,CMP_12,Campaign 5,Video,Instagram,23-07-24,18-24,Female,28497,3291,6241.86,214,7736.56
AD_0377,Ad Creative 377,CMP_14,Campaign 18,Carousel,Instagram,26-07-24,18-24,All,73709,7870,5706.6,596,41746.31
AD_0378,Ad Creative 378,CMP_07,Campaign 9,Video,Instagram,22-07-24,35-44,Male,13965,414,1453.69,195,13712.96
AD_0379,Ad Creative 379,CMP_02,Campaign 12,Text,Facebook,20-07-24,55+,Male,8140,5657,2951.76,803,62492.23
AD_0380,Ad Creative 380,CMP_10,Campaign 2,Text,Instagram,14-07-24,35-44,All,97319,9195,2376.34,398,32073.88
AD_0381,Ad Creative 381,CMP_15,Campaign 8,Carousel,Facebook,25-07-24,25-34,Female,7061,106,2513.79,95,6255.8
AD_0382,Ad Creative 382,CMP_17,Campaign 4,Text,Facebook,14-07-24,35-44,All,58837,2906,745.15,699,67539.32
AD_0383,Ad Creative 383,CMP_11,Campaign 15,Video,Facebook,05-07-24,35-44,All,34644,2131,5840.07,164,5404.04
AD_0384,Ad Creative 384,CMP_10,Campaign 16,Carousel,Facebook,26-07-24,35-44,All,6675,6337,6253.85,954,81932
AD_0385,Ad Creative 385,CMP_14,Campaign 18,Text,Facebook,12-07-24,25-34,Male,28840,3012,682.23,533,29561.58
AD_0386,Ad Creative 386,CMP_20,Campaign 17,Text,Facebook,04-07-24,35-44,Female,86954,5437,3608.3,339,10054.77
AD_0387,Ad Creative 387,CMP_13,Campaign 4,Text,Instagram,18-07-24,35-44,Male,31512,3994,399.25,981,88004.94
AD_0388,Ad Creative 388,CMP_02,Campaign 10,Video,Instagram,17-07-24,18-24,Male,67756,6143,8028.27,526,26352.66
AD_0389,Ad Creative 389,CMP_07,Campaign 14,Image,Facebook,18-07-24,45-54,All,21950,8814,73.8,546,8677.29
AD_0390,Ad Creative 390,CMP_03,Campaign 3,Image,Facebook,26-07-24,35-44,All,9462,2519,4592.52,24,956.51
AD_0391,Ad Creative 391,CMP_13,Campaign 14,Carousel,Facebook,13-07-24,18-24,All,9242,3729,2586.85,932,41868.17
AD_0392,Ad Creative 392,CMP_02,Campaign 3,Carousel,Facebook,10-07-24,35-44,All,783,656,632.84,633,48826.83
AD_0393,Ad Creative 393,CMP_01,Campaign 16,Video,Facebook,05-07-24,45-54,All,11348,4612,9266.95,783,34708.21
AD_0394,Ad Creative 394,CMP_12,Campaign 1,Video,Facebook,02-07-24,18-24,All,38673,2360,6773.05,305,28143.94
AD_0395,Ad Creative 395,CMP_07,Campaign 12,Video,Instagram,29-07-24,55+,Male,78214,6456,5475.48,550,9713.78
AD_0396,Ad Creative 396,CMP_04,Campaign 6,Image,Instagram,21-07-24,55+,Male,21106,3014,6169.04,226,7400.77
AD_0397,Ad Creative 397,CMP_16,Campaign 11,Carousel,Facebook,22-07-24,25-34,Male,38106,1103,982.47,256,19277.58
AD_0398,Ad Creative 398,CMP_11,Campaign 20,Carousel,Facebook,19-07-24,55+,Female,37383,1143,1935.39,921,49483.04
AD_0399,Ad Creative 399,CMP_08,Campaign 14,Carousel,Instagram,05-07-24,35-44,Female,41472,7017,48.82,172,5530.79
AD_0400,Ad Creative 400,CMP_04,Campaign 6,Image,Instagram,28-07-24,25-34,All,60676,7296,7747.78,367,19754.66
AD_0401,Ad Creative 401,CMP_03,Campaign 1,Image,Instagram,25-07-24,55+,Male,25756,4312,8863.42,751,12678.09
AD_0402,Ad Creative 402,CMP_16,Campaign 5,Carousel,Instagram,08-07-24,55+,All,4814,4518,5434.92,266,26569.55
AD_0403,Ad Creative 403,CMP_12,Campaign 17,Image,Facebook,28-07-24,55+,All,38151,2193,5011.48,475,8621.18
AD_0404,Ad Creative 404,CMP_19,Campaign 5,Text,Instagram,02-07-24,25-34,Female,21747,8423,4462.48,143,3735.6
AD_0405,Ad Creative 405,CMP_07,Campaign 17,Carousel,Instagram,16-07-24,45-54,Male,30385,1029,3694.67,270,3740.25
AD_0406,Ad Creative 406,CMP_09,Campaign 9,Video,Instagram,21-07-24,45-54,Female,5240,2654,7037.51,105,5976.97
AD_0407,Ad Creative 407,CMP_08,Campaign 17,Text,Instagram,27-07-24,35-44,Female,77038,1275,2516.24,529,51599.01
AD_0408,Ad Creative 408,CMP_06,Campaign 8,Image,Instagram,07-07-24,25-34,Male,63201,9899,5018.62,6,135.04
AD_0409,Ad Creative 409,CMP_08,Campaign 14,Carousel,Facebook,16-07-24,45-54,Female,20635,5934,7173.17,616,12720.23
AD_0410,Ad Creative 410,CMP_08,Campaign 2,Video,Facebook,05-07-24,55+,Male,27627,9679,6472.77,165,7751.85
AD_0411,Ad Creative 411,CMP_17,Campaign 13,Image,Instagram,31-07-24,18-24,Male,75018,2406,1663.83,57,5302.15
AD_0412,Ad Creative 412,CMP_14,Campaign 20,Video,Facebook,20-07-24,55+,Female,58887,9937,8673.09,482,12219.19
AD_0413,Ad Creative 413,CMP_08,Campaign 13,Text,Facebook,04-07-24,18-24,Male,21993,5614,4534.97,944,59617.04
AD_0414,Ad Creative 414,CMP_04,Campaign 6,Text,Facebook,29-07-24,55+,All,68522,8263,4198.24,700,16422.36
AD_0415,Ad Creative 415,CMP_20,Campaign 18,Image,Instagram,17-07-24,45-54,Female,98626,1925,4822.67,95,2064.31
AD_0416,Ad Creative 416,CMP_13,Campaign 12,Image,Instagram,05-07-24,35-44,Female,5703,4340,2295.25,439,36088.88
